device_fingerprint,transactions,customers,cards,merchants,fraud_transactions,fraud_rate_pct
13c50c65867340934bad7c53ace9d0da,7,7,7,7,7.0,100.0
77324bd359b19f410d056ec1ce6a86b5,7,7,7,7,7.0,100.0
d18f0c8003113f5433c76232007de4ff,7,7,7,7,7.0,100.0
b7db9d31e6f8538e6e91677228355f76,7,7,7,6,7.0,100.0
d136f2d2b4faa08f1b8da1a512c43e01,7,7,7,7,7.0,100.0
202b6a2221620dd689500cce6508f520,7,7,7,7,7.0,100.0
71034ae5fe1985ee198880df5a2ee5ae,7,7,7,6,7.0,100.0
e0190a091e9a37c23886c0ce409c827d,7,7,7,6,7.0,100.0
92f629089082ecec354284975c90ec0e,7,7,7,7,7.0,100.0
d567195145e3ec9de1b91c0dc3b16d5c,7,7,7,7,7.0,100.0
6cb3e79c3e7a6284b2bf0cd85bf1cd6a,7,7,7,7,7.0,100.0
ae8156836409dd6c0bf5a699c78dac23,7,7,7,7,7.0,100.0
b67080844f41bcfcf999759063567294,7,7,7,7,7.0,100.0
3f015e8e64f2f31dc9caaf55fd279950,7,7,7,7,7.0,100.0
756a00e7da5e2724b1d6e614b47014f6,7,7,7,7,7.0,100.0
9c652755d0405ed9e0455803b3a8b824,7,7,7,7,7.0,100.0
2a94205e6d6656e7758a964916033b3b,7,7,7,7,7.0,100.0
4d3186e221e18835de2df93718047560,7,7,7,6,7.0,100.0
3e135dd889067e756d94a6b1a61f3cf6,7,7,7,7,7.0,100.0
f4ced2ee02076a3f10c20665f15bc2ef,7,7,7,7,7.0,100.0
cb9540001fcf798b84d349cc1b59670f,7,7,7,7,7.0,100.0
5e3d8821426b0380171329f9b3a980c3,7,7,7,6,7.0,100.0
ce8438896c8f03e3b94bb44ff693dd65,7,7,7,6,7.0,100.0
775dae15a1dabf03384a7c14a8b38455,7,7,7,7,7.0,100.0
9797b67276dfcd45c7a8096cae24b249,7,7,7,7,7.0,100.0
072ad97262eec61f41a058be6d22564c,7,7,7,7,7.0,100.0
df3f8199aa60203d7d50c7d5314814bc,7,7,7,7,7.0,100.0
09756718c7d204b204e1cd78fe5e0c7a,7,7,7,7,7.0,100.0
7ff657b0932879d7c25239c6e10eb402,7,7,7,7,7.0,100.0
32193ccce7ef0fe87d392150c826b4ba,7,7,7,7,7.0,100.0
93112030619e34a07fe8dc0e24da67c6,7,7,7,7,7.0,100.0
cb8712e7ce5523427bcf6162f1ae4d40,7,7,7,6,7.0,100.0
abe1d142602aa41acf1237257e549059,7,7,7,7,7.0,100.0
2d2850f6099a691c8761324fd44ed07f,7,7,7,7,7.0,100.0
d536931b62777dc587d47067bac8506f,7,7,7,7,7.0,100.0
7974758b1b5b01190840dc247a8e8338,7,7,7,6,7.0,100.0
a4e15f304398ecee3f28c7faec69c1b0,7,7,7,6,7.0,100.0
9de4ba9d2276c59c91e4e5f8f1f41a87,7,7,7,6,7.0,100.0
e52e2fd8bdec7d6be265f4502e4e183c,7,7,7,7,7.0,100.0
17860f4b8cafa3468aa43397f79e4fd1,7,7,7,7,7.0,100.0
3cc1dc83867c06cd046e86b94e390cac,7,7,7,7,7.0,100.0
880ab4fa3df61e38879209d50dcc11a7,7,7,7,6,7.0,100.0
f2f608e8f5a4a09f04bd02bdce889ccf,7,7,7,7,7.0,100.0
b46d0a9f625b9e093d45ac6b9241be6d,7,7,7,7,7.0,100.0
e20c5b71c58bdbb95ae9a1866b6c05ac,7,7,7,7,7.0,100.0
597c6820544f90eb54dca2b35756fe96,7,7,7,7,7.0,100.0
efae797fd0a7dd8c34ede004ae18f67c,7,7,7,7,7.0,100.0
f7cc34ab4046a58b9ce7bc5ed8f58d80,7,7,7,7,7.0,100.0
5921168736d4ad7cc29aee594122ad94,7,7,7,6,7.0,100.0
80efe6e684447f94bd9ddcd75d7fb660,7,7,7,7,7.0,100.0
59674ada92c8c5451b483bc56ddef47e,7,7,7,7,7.0,100.0
32c5b9e572965819641e5a679df6f612,7,7,7,6,7.0,100.0
47f73ad9b76806fc957673cc220dfc81,7,7,7,7,7.0,100.0
63d62831707f0425cbc2b13ca83127b5,7,7,7,6,7.0,100.0
9ea58cf6d0809008e417ce41402761e4,7,7,7,6,7.0,100.0
33132123864376d9e09bce425ed2141c,7,7,7,7,7.0,100.0
9b64389b370cc13d059353eb11baa274,7,7,7,7,7.0,100.0
da0a86c97ecfe2fb0312e5f7596784f4,7,7,7,7,7.0,100.0
9e0c90d6889bac829d3a021cdfa49d5a,7,7,7,7,7.0,100.0
36027b2ba17cf3f214bb38326078d4d2,7,7,7,7,7.0,100.0
7b55f982cee647c75f0a1e76e8116883,7,7,7,7,7.0,100.0
497029b79418c9ce9146d974a177d023,7,7,7,7,7.0,100.0
07ad07a04485ff8732a87110615eb402,7,7,7,7,7.0,100.0
b4c74a0d761a920ad33ff4fc529d07c4,7,7,7,6,7.0,100.0
74a3b00af71ad72b92d479e37b2a1f8b,7,7,7,6,7.0,100.0
8acda5c439fd4fb7e84075ce192dbfed,7,7,7,7,7.0,100.0
ddf15bc6dffcdd9f318ca083d0b454f3,7,7,7,7,7.0,100.0
8cf7f6e049417898067d9e311c6c1bb4,7,7,7,7,7.0,100.0
8068a6cb09795518cbcf6a31e23af85b,7,7,7,7,7.0,100.0
1bf67bc010bf858b8a7109d877d35015,7,7,7,7,7.0,100.0
c9319967c038f9b923068dabdf60cfe3,7,7,7,7,7.0,100.0
b66e7cc0f05db7325d8cf2096bda2f4b,7,7,7,7,7.0,100.0
d967ca2994ed9bef3c8ba10cff61854b,7,7,7,6,7.0,100.0
ad16928de84df7ec5f1fe0869dfb883a,7,7,7,7,7.0,100.0
d1466443c6a4f55e0a6ac83cc882160f,7,7,7,6,7.0,100.0
029092e9ccde8f02774419879da3bd98,7,7,7,7,7.0,100.0
38c3f8651664a2fca75352272d5b3249,7,7,7,7,7.0,100.0
e9e654d227e5d3eef25afe546a62b5ab,7,7,7,7,7.0,100.0
2a0176f1a4174252666604459e6c752b,7,7,7,7,7.0,100.0
da4252412a76b8e85aaa47073c77c1b4,7,7,7,7,7.0,100.0
9132685cb98bf76fcbe1b5053bf2c875,7,7,7,7,7.0,100.0
532becac588fefeba9ffb12a427cf1e2,7,7,7,7,7.0,100.0
410485e6eb8480f1d6dd915bf065c22a,7,7,7,7,7.0,100.0
46190da08aa694a275103b9785ee9067,7,7,7,7,7.0,100.0
3af08d0356b5b8ae6de6afdc37b2032d,7,7,7,7,7.0,100.0
30d9c1d1c6552127b1ea91f988d9c928,7,7,7,7,7.0,100.0
936c640873099653d63a68ff567df307,7,7,7,7,7.0,100.0
c0a0a42da6df61cc77d773a08a81d93f,7,7,7,7,7.0,100.0
dd2880caaec6a96dc528d05e784ffc00,7,7,7,7,7.0,100.0
0bf8ae6e6be9b8cc26e9699e4d24b83e,7,7,7,7,7.0,100.0
2c5516047cc82788acae393cc6b18eff,7,7,7,7,7.0,100.0
1c56dc0666bc8e7e1809da90b23f3e51,7,7,7,6,7.0,100.0
c324e3b167b3a07e145e3878f07a68c8,7,7,7,7,7.0,100.0
95e343185546211ea21b41c45ac826d6,7,7,7,7,7.0,100.0
7534ac0adaa0bcb29e340d149e10dc59,7,7,7,7,7.0,100.0
78141a67b834e4bd8549241456f48047,7,7,7,7,7.0,100.0
7889e691e5435231ab9790135ed85cb5,7,7,7,7,7.0,100.0
5734cf77ee6c19ebacd5ac5afcb18e31,7,7,7,6,7.0,100.0
268ee58003c24bfd46e908848a3215e3,7,7,7,7,7.0,100.0
80da892b04cb3efb10f72a466ffa9c12,7,7,7,6,7.0,100.0
a154d82360f93c58c29ea1bb3174af0d,7,7,7,7,7.0,100.0
36c998b99a8ca0da2f565c524e747487,7,7,7,7,7.0,100.0
2f83fb56649ba6632c6f8cce4aab8961,7,7,7,7,7.0,100.0
8a0d4af690ab057723779a8147d83cb4,7,7,7,7,7.0,100.0
8ebddcf3821b356e502e0507e235a8d3,7,7,7,7,7.0,100.0
7f4687b15879d374ed10000256bee303,7,7,7,6,7.0,100.0
d96eefb2537dc5e95981f0591027e87a,7,7,7,7,7.0,100.0
bc214079b3d541ce9f9f4f717211e964,7,7,7,7,7.0,100.0
d51edc17f4cbe78de1d0cca1909fddbc,7,7,7,7,7.0,100.0
464494c508664753654c8904d5099bd0,7,7,7,7,7.0,100.0
7bf04c8387488ad130ee483fb1db7515,7,7,7,7,7.0,100.0
54e074d6f88f91fd61e85059e568b344,7,7,7,7,7.0,100.0
acd8e0a94905e516263c859cb04fdfb2,7,7,7,7,7.0,100.0
3071f3695ae9e06b0240307d69538c80,7,7,7,7,7.0,100.0
2c06769787570f65ee46702c6492bebe,7,7,7,6,7.0,100.0
a30305c9ccb9f3fd70aad6b12a2e56aa,7,7,7,6,7.0,100.0
a446803716bf0687156a73c83fa8fb62,7,7,7,7,7.0,100.0
94b45d9df4671f2b55553dcc8723ca72,7,7,7,6,7.0,100.0
4cb6babce9e19903e88c42bf61b1c49b,7,7,7,7,7.0,100.0
e7c6de63d4edc5358b0141de27838aed,7,7,7,6,7.0,100.0
4b79d2ee35e78bd43247c0f1c0f45fc8,7,7,7,6,7.0,100.0
f1d9e701e184ed77fb171537ea876c8f,7,7,7,7,7.0,100.0
78e3dacb4b5c19ac7b78083d1f86655a,7,7,7,7,7.0,100.0
a757d861ccba0cbfff9eb344d560b67e,7,7,7,7,7.0,100.0
59b357f30396ac3c7a1c0bf62936ea2d,7,7,7,7,7.0,100.0
4c236356835b0aadc2cea86c92be74f6,7,7,7,7,7.0,100.0
4aff812997b2af60362614460c54484e,7,7,7,6,7.0,100.0
7c4e2c89a4054ce79d83c88031174b3d,7,7,7,6,7.0,100.0
d4d8b22c2da4554d0428c6735607831d,7,7,7,6,7.0,100.0
28621a1d674452b494c68902224f1dcd,7,7,7,6,7.0,100.0
3894d4d7497658bb23bdcf1ca312cddd,7,7,7,7,7.0,100.0
b4f6573e3c4a156e5643151513c5db1a,7,7,7,7,7.0,100.0
7e7d50eb07309324975163b9ef91e194,7,7,7,7,7.0,100.0
46ac806863c6e4102e8d43ec9782ff5f,7,7,7,7,7.0,100.0
8c31c2b727cde5d702a05508caca5fb9,7,7,7,7,7.0,100.0
2bf9a18c8b43ada305004f3b25004107,7,7,7,7,7.0,100.0
569f46fa6da2718e82b8ca04fe71e705,7,7,7,6,7.0,100.0
